altitude,time,flight_level,Energy_Forcing,time_UTC
27000.0,1716994721.0,270,0.0,2024-05-29 14:58:41+00:00
27000.0,1716994830.0,270,0.0,2024-05-29 15:00:30+00:00
27000.0,1716994939.0,270,0.0,2024-05-29 15:02:19+00:00
27000.0,1716994942.0,270,0.0,2024-05-29 15:02:22+00:00
27000.0,1716994946.0,270,0.0,2024-05-29 15:02:26+00:00
27000.0,1716994951.0,270,0.0,2024-05-29 15:02:31+00:00
27000.0,1716994954.0,270,0.0,2024-05-29 15:02:34+00:00
27000.0,1716994963.0,270,0.0,2024-05-29 15:02:43+00:00
27000.0,1716994970.0,270,0.0,2024-05-29 15:02:50+00:00
27000.0,1716994978.0,270,0.0,2024-05-29 15:02:58+00:00
27000.0,1716994986.0,270,0.0,2024-05-29 15:03:06+00:00
27000.0,1716994990.0,270,0.0,2024-05-29 15:03:10+00:00
27000.0,1716994998.0,270,0.0,2024-05-29 15:03:18+00:00
27000.0,1716995002.0,270,0.0,2024-05-29 15:03:22+00:00
27000.0,1716995006.0,270,0.0,2024-05-29 15:03:26+00:00
27000.0,1716995014.0,270,0.0,2024-05-29 15:03:34+00:00
27000.0,1716995019.0,270,0.0,2024-05-29 15:03:39+00:00
27000.0,1716995022.0,270,0.0,2024-05-29 15:03:42+00:00
27000.0,1716995025.0,270,0.0,2024-05-29 15:03:45+00:00
27000.0,1716995034.0,270,0.0,2024-05-29 15:03:54+00:00
27000.0,1716995037.0,270,0.0,2024-05-29 15:03:57+00:00
27000.0,1716995043.0,270,0.0,2024-05-29 15:04:03+00:00
27000.0,1716995046.0,270,0.0,2024-05-29 15:04:06+00:00
27000.0,1716995049.0,270,0.0,2024-05-29 15:04:09+00:00
27000.0,1716995059.0,270,0.0,2024-05-29 15:04:19+00:00
27000.0,1716995063.0,270,0.0,2024-05-29 15:04:23+00:00
27000.0,1716995067.0,270,0.0,2024-05-29 15:04:27+00:00
27000.0,1716995071.0,270,0.0,2024-05-29 15:04:31+00:00
27000.0,1716995075.0,270,0.0,2024-05-29 15:04:35+00:00
27000.0,1716995082.0,270,0.0,2024-05-29 15:04:42+00:00
27000.0,1716995087.0,270,0.0,2024-05-29 15:04:47+00:00
27000.0,1716995090.0,270,0.0,2024-05-29 15:04:50+00:00
27000.0,1716995098.0,270,0.0,2024-05-29 15:04:58+00:00
27000.0,1716995104.0,270,0.0,2024-05-29 15:05:04+00:00
27000.0,1716995109.0,270,0.0,2024-05-29 15:05:09+00:00
27000.0,1716995112.0,270,0.0,2024-05-29 15:05:12+00:00
27000.0,1716995116.0,270,0.0,2024-05-29 15:05:16+00:00
27000.0,1716995124.0,270,0.0,2024-05-29 15:05:24+00:00
27000.0,1716995128.0,270,0.0,2024-05-29 15:05:28+00:00
27000.0,1716995133.0,270,0.0,2024-05-29 15:05:33+00:00
27000.0,1716995137.0,270,0.0,2024-05-29 15:05:37+00:00
27000.0,1716995145.0,270,0.0,2024-05-29 15:05:45+00:00
27000.0,1716995152.0,270,0.0,2024-05-29 15:05:52+00:00
27000.0,1716995160.0,270,0.0,2024-05-29 15:06:00+00:00
27000.0,1716995172.0,270,0.0,2024-05-29 15:06:12+00:00
27000.0,1716995185.0,270,0.0,2024-05-29 15:06:25+00:00
27000.0,1716995192.0,270,0.0,2024-05-29 15:06:32+00:00
27000.0,1716995205.0,270,0.0,2024-05-29 15:06:45+00:00
27000.0,1716995212.0,270,0.0,2024-05-29 15:06:52+00:00
27000.0,1716995225.0,270,0.0,2024-05-29 15:07:05+00:00
27000.0,1716995232.0,270,0.0,2024-05-29 15:07:12+00:00
27000.0,1716995238.0,270,0.0,2024-05-29 15:07:18+00:00
27000.0,1716995254.0,270,0.0,2024-05-29 15:07:34+00:00
27000.0,1716995265.0,270,0.0,2024-05-29 15:07:45+00:00
27000.0,1716995274.0,270,0.0,2024-05-29 15:07:54+00:00
27000.0,1716995282.0,270,0.0,2024-05-29 15:08:02+00:00
27000.0,1716995294.0,270,0.0,2024-05-29 15:08:14+00:00
27000.0,1716995302.0,270,0.0,2024-05-29 15:08:22+00:00
27000.0,1716995310.0,270,0.0,2024-05-29 15:08:30+00:00
27000.0,1716995322.0,270,0.0,2024-05-29 15:08:42+00:00
27000.0,1716995343.0,270,0.0,2024-05-29 15:09:03+00:00
27000.0,1716995362.0,270,0.0,2024-05-29 15:09:22+00:00
27000.0,1716995383.0,270,0.0,2024-05-29 15:09:43+00:00
27000.0,1716995403.0,270,0.0,2024-05-29 15:10:03+00:00
27000.0,1716995423.0,270,0.0,2024-05-29 15:10:23+00:00
27000.0,1716995443.0,270,0.0,2024-05-29 15:10:43+00:00
27000.0,1716995463.0,270,0.0,2024-05-29 15:11:03+00:00
27000.0,1716995483.0,270,0.0,2024-05-29 15:11:23+00:00
27000.0,1716995503.0,270,0.0,2024-05-29 15:11:43+00:00
27000.0,1716995523.0,270,0.0,2024-05-29 15:12:03+00:00
27000.0,1716995543.0,270,0.0,2024-05-29 15:12:23+00:00
27000.0,1716995563.0,270,0.0,2024-05-29 15:12:43+00:00
27000.0,1716995584.0,270,0.0,2024-05-29 15:13:04+00:00
27000.0,1716995592.0,270,0.0,2024-05-29 15:13:12+00:00
27000.0,1716995616.0,270,0.0,2024-05-29 15:13:36+00:00
27000.0,1716995644.0,270,0.0,2024-05-29 15:14:04+00:00
27000.0,1716995676.0,270,0.0,2024-05-29 15:14:36+00:00
27000.0,1716995704.0,270,0.0,2024-05-29 15:15:04+00:00
