Timestamp,Altitude,UTC
1713128675.0,0.0,2024-04-14T21:04:35Z
1713128748.0,0.0,2024-04-14T21:05:48Z
1713128766.0,0.0,2024-04-14T21:06:06Z
1713128784.0,0.0,2024-04-14T21:06:24Z
1713128872.0,0.0,2024-04-14T21:07:52Z
1713128960.0,0.0,2024-04-14T21:09:20Z
1713129048.0,0.0,2024-04-14T21:10:48Z
1713129055.0,0.0,2024-04-14T21:10:55Z
1713129061.0,0.0,2024-04-14T21:11:01Z
1713129066.0,0.0,2024-04-14T21:11:06Z
1713129070.0,0.0,2024-04-14T21:11:10Z
1713129074.0,0.0,2024-04-14T21:11:14Z
1713129079.0,0.0,2024-04-14T21:11:19Z
1713129083.0,0.0,2024-04-14T21:11:23Z
1713129087.0,0.0,2024-04-14T21:11:27Z
1713129094.0,0.0,2024-04-14T21:11:34Z
1713129103.0,0.0,2024-04-14T21:11:43Z
1713129115.0,0.0,2024-04-14T21:11:55Z
1713129124.0,0.0,2024-04-14T21:12:04Z
1713129133.0,0.0,2024-04-14T21:12:13Z
1713129142.0,0.0,2024-04-14T21:12:22Z
1713129156.0,0.0,2024-04-14T21:12:36Z
1713129180.0,0.0,2024-04-14T21:13:00Z
1713129256.0,0.0,2024-04-14T21:14:16Z
1713129333.0,0.0,2024-04-14T21:15:33Z
1713129340.0,0.0,2024-04-14T21:15:40Z
1713129347.0,0.0,2024-04-14T21:15:47Z
1713129354.0,0.0,2024-04-14T21:15:54Z
1713129360.0,0.0,2024-04-14T21:16:00Z
1713129365.0,0.0,2024-04-14T21:16:05Z
1713129369.0,0.0,2024-04-14T21:16:09Z
1713129378.0,0.0,2024-04-14T21:16:18Z
1713129385.0,0.0,2024-04-14T21:16:25Z
1713129389.0,0.0,2024-04-14T21:16:29Z
1713129396.0,0.0,2024-04-14T21:16:36Z
1713129402.0,0.0,2024-04-14T21:16:42Z
1713129410.0,75.0,2024-04-14T21:16:50Z
1713129420.0,50.0,2024-04-14T21:17:00Z
1713129429.0,225.0,2024-04-14T21:17:09Z
1713129438.0,675.0,2024-04-14T21:17:18Z
1713129447.0,1125.0,2024-04-14T21:17:27Z
1713129456.0,1500.0,2024-04-14T21:17:36Z
1713129465.0,1750.0,2024-04-14T21:17:45Z
1713129474.0,2000.0,2024-04-14T21:17:54Z
1713129483.0,2325.0,2024-04-14T21:18:03Z
1713129492.0,2700.0,2024-04-14T21:18:12Z
1713129495.0,2825.0,2024-04-14T21:18:15Z
1713129498.0,2900.0,2024-04-14T21:18:18Z
1713129501.0,2975.0,2024-04-14T21:18:21Z
1713129504.0,3025.0,2024-04-14T21:18:24Z
1713129507.0,3125.0,2024-04-14T21:18:27Z
1713129509.0,3150.0,2024-04-14T21:18:29Z
1713129513.0,3250.0,2024-04-14T21:18:33Z
1713129514.0,3275.0,2024-04-14T21:18:34Z
1713129518.0,3375.0,2024-04-14T21:18:38Z
1713129520.0,3425.0,2024-04-14T21:18:40Z
1713129524.0,3525.0,2024-04-14T21:18:44Z
1713129527.0,3600.0,2024-04-14T21:18:47Z
1713129530.0,3650.0,2024-04-14T21:18:50Z
1713129533.0,3700.0,2024-04-14T21:18:53Z
1713129537.0,3850.0,2024-04-14T21:18:57Z
1713129539.0,3900.0,2024-04-14T21:18:59Z
1713129543.0,4000.0,2024-04-14T21:19:03Z
1713129546.0,4075.0,2024-04-14T21:19:06Z
1713129548.0,4125.0,2024-04-14T21:19:08Z
1713129552.0,4225.0,2024-04-14T21:19:12Z
1713129554.0,4300.0,2024-04-14T21:19:14Z
1713129558.0,4400.0,2024-04-14T21:19:18Z
1713129560.0,4475.0,2024-04-14T21:19:20Z
1713129563.0,4550.0,2024-04-14T21:19:23Z
1713129566.0,4625.0,2024-04-14T21:19:26Z
1713129569.0,4675.0,2024-04-14T21:19:29Z
1713129573.0,4725.0,2024-04-14T21:19:33Z
1713129575.0,4750.0,2024-04-14T21:19:35Z
1713129578.0,4775.0,2024-04-14T21:19:38Z
1713129582.0,4800.0,2024-04-14T21:19:42Z
1713129584.0,4800.0,2024-04-14T21:19:44Z
1713129588.0,4825.0,2024-04-14T21:19:48Z
1713129590.0,4825.0,2024-04-14T21:19:50Z
1713129594.0,4825.0,2024-04-14T21:19:54Z
1713129597.0,4825.0,2024-04-14T21:19:57Z
1713129599.0,4825.0,2024-04-14T21:19:59Z
1713129603.0,4825.0,2024-04-14T21:20:03Z
1713129605.0,4825.0,2024-04-14T21:20:05Z
1713129608.0,4825.0,2024-04-14T21:20:08Z
1713129611.0,4850.0,2024-04-14T21:20:11Z
1713129614.0,4850.0,2024-04-14T21:20:14Z
1713129617.0,4850.0,2024-04-14T21:20:17Z
1713129620.0,4850.0,2024-04-14T21:20:20Z
1713129623.0,4850.0,2024-04-14T21:20:23Z
1713129626.0,4850.0,2024-04-14T21:20:26Z
1713129630.0,4825.0,2024-04-14T21:20:30Z
1713129632.0,4825.0,2024-04-14T21:20:32Z
1713129636.0,4850.0,2024-04-14T21:20:36Z
1713129645.0,5025.0,2024-04-14T21:20:45Z
1713129660.0,5275.0,2024-04-14T21:21:00Z
1713129675.0,5525.0,2024-04-14T21:21:15Z
1713129690.0,5875.0,2024-04-14T21:21:30Z
1713129704.0,6550.0,2024-04-14T21:21:44Z
1713129720.0,7175.0,2024-04-14T21:22:00Z
1713129735.0,7725.0,2024-04-14T21:22:15Z
1713129749.0,8325.0,2024-04-14T21:22:29Z
1713129764.0,9075.0,2024-04-14T21:22:44Z
1713129779.0,9750.0,2024-04-14T21:22:59Z
1713129794.0,10275.0,2024-04-14T21:23:14Z
1713129806.0,10500.0,2024-04-14T21:23:26Z
1713129821.0,10725.0,2024-04-14T21:23:41Z
1713129837.0,11025.0,2024-04-14T21:23:57Z
1713129850.0,11400.0,2024-04-14T21:24:10Z
1713129864.0,11875.0,2024-04-14T21:24:24Z
1713129877.0,12400.0,2024-04-14T21:24:37Z
1713129910.0,13600.0,2024-04-14T21:25:10Z
1713129940.0,14850.0,2024-04-14T21:25:40Z
1713129973.0,15875.0,2024-04-14T21:26:13Z
1713129990.0,16525.0,2024-04-14T21:26:30Z
1713129993.0,16650.0,2024-04-14T21:26:33Z
1713129994.0,16700.0,2024-04-14T21:26:34Z
1713129998.0,16800.0,2024-04-14T21:26:38Z
1713130001.0,16900.0,2024-04-14T21:26:41Z
1713130004.0,17000.0,2024-04-14T21:26:44Z
1713130007.0,17075.0,2024-04-14T21:26:47Z
1713130040.0,17950.0,2024-04-14T21:27:20Z
1713130070.0,18675.0,2024-04-14T21:27:50Z
1713130104.0,19725.0,2024-04-14T21:28:24Z
1713130136.0,20500.0,2024-04-14T21:28:56Z
1713130167.0,21325.0,2024-04-14T21:29:27Z
