altitude,time,flight_level,Energy_Forcing,time_UTC
27000.0,1713128675,270,0.0,2024-04-14 21:04:35+00:00
27000.0,1713128748,270,0.0,2024-04-14 21:05:48+00:00
27000.0,1713128766,270,0.0,2024-04-14 21:06:06+00:00
27000.0,1713128784,270,0.0,2024-04-14 21:06:24+00:00
27000.0,1713128872,270,0.0,2024-04-14 21:07:52+00:00
27000.0,1713128960,270,0.0,2024-04-14 21:09:20+00:00
27000.0,1713129048,270,0.0,2024-04-14 21:10:48+00:00
27000.0,1713129055,270,0.0,2024-04-14 21:10:55+00:00
27000.0,1713129061,270,0.0,2024-04-14 21:11:01+00:00
27000.0,1713129066,270,0.0,2024-04-14 21:11:06+00:00
27000.0,1713129070,270,0.0,2024-04-14 21:11:10+00:00
27000.0,1713129074,270,0.0,2024-04-14 21:11:14+00:00
27000.0,1713129079,270,0.0,2024-04-14 21:11:19+00:00
27000.0,1713129083,270,0.0,2024-04-14 21:11:23+00:00
27000.0,1713129087,270,0.0,2024-04-14 21:11:27+00:00
27000.0,1713129094,270,0.0,2024-04-14 21:11:34+00:00
27000.0,1713129103,270,0.0,2024-04-14 21:11:43+00:00
27000.0,1713129115,270,0.0,2024-04-14 21:11:55+00:00
27000.0,1713129124,270,0.0,2024-04-14 21:12:04+00:00
27000.0,1713129133,270,0.0,2024-04-14 21:12:13+00:00
27000.0,1713129142,270,0.0,2024-04-14 21:12:22+00:00
27000.0,1713129156,270,0.0,2024-04-14 21:12:36+00:00
27000.0,1713129180,270,0.0,2024-04-14 21:13:00+00:00
27000.0,1713129256,270,0.0,2024-04-14 21:14:16+00:00
27000.0,1713129333,270,0.0,2024-04-14 21:15:33+00:00
27000.0,1713129340,270,0.0,2024-04-14 21:15:40+00:00
27000.0,1713129347,270,0.0,2024-04-14 21:15:47+00:00
27000.0,1713129354,270,0.0,2024-04-14 21:15:54+00:00
27000.0,1713129360,270,0.0,2024-04-14 21:16:00+00:00
27000.0,1713129365,270,0.0,2024-04-14 21:16:05+00:00
27000.0,1713129369,270,0.0,2024-04-14 21:16:09+00:00
27000.0,1713129378,270,0.0,2024-04-14 21:16:18+00:00
27000.0,1713129385,270,0.0,2024-04-14 21:16:25+00:00
27000.0,1713129389,270,0.0,2024-04-14 21:16:29+00:00
27000.0,1713129396,270,0.0,2024-04-14 21:16:36+00:00
27000.0,1713129402,270,0.0,2024-04-14 21:16:42+00:00
27000.0,1713129410,270,0.0,2024-04-14 21:16:50+00:00
27000.0,1713129420,270,0.0,2024-04-14 21:17:00+00:00
27000.0,1713129429,270,0.0,2024-04-14 21:17:09+00:00
27000.0,1713129438,270,0.0,2024-04-14 21:17:18+00:00
27000.0,1713129447,270,0.0,2024-04-14 21:17:27+00:00
27000.0,1713129456,270,0.0,2024-04-14 21:17:36+00:00
27000.0,1713129465,270,0.0,2024-04-14 21:17:45+00:00
27000.0,1713129474,270,0.0,2024-04-14 21:17:54+00:00
27000.0,1713129483,270,0.0,2024-04-14 21:18:03+00:00
27000.0,1713129492,270,0.0,2024-04-14 21:18:12+00:00
27000.0,1713129495,270,0.0,2024-04-14 21:18:15+00:00
27000.0,1713129498,270,0.0,2024-04-14 21:18:18+00:00
27000.0,1713129501,270,0.0,2024-04-14 21:18:21+00:00
27000.0,1713129504,270,0.0,2024-04-14 21:18:24+00:00
27000.0,1713129507,270,0.0,2024-04-14 21:18:27+00:00
27000.0,1713129509,270,0.0,2024-04-14 21:18:29+00:00
27000.0,1713129513,270,0.0,2024-04-14 21:18:33+00:00
27000.0,1713129514,270,0.0,2024-04-14 21:18:34+00:00
27000.0,1713129518,270,0.0,2024-04-14 21:18:38+00:00
27000.0,1713129520,270,0.0,2024-04-14 21:18:40+00:00
27000.0,1713129524,270,0.0,2024-04-14 21:18:44+00:00
27000.0,1713129527,270,0.0,2024-04-14 21:18:47+00:00
27000.0,1713129530,270,0.0,2024-04-14 21:18:50+00:00
27000.0,1713129533,270,0.0,2024-04-14 21:18:53+00:00
27000.0,1713129537,270,0.0,2024-04-14 21:18:57+00:00
27000.0,1713129539,270,0.0,2024-04-14 21:18:59+00:00
27000.0,1713129543,270,0.0,2024-04-14 21:19:03+00:00
27000.0,1713129546,270,0.0,2024-04-14 21:19:06+00:00
27000.0,1713129548,270,0.0,2024-04-14 21:19:08+00:00
27000.0,1713129552,270,0.0,2024-04-14 21:19:12+00:00
27000.0,1713129554,270,0.0,2024-04-14 21:19:14+00:00
27000.0,1713129558,270,0.0,2024-04-14 21:19:18+00:00
27000.0,1713129560,270,0.0,2024-04-14 21:19:20+00:00
