altitude,time,flight_level,Energy_Forcing,time_UTC
27000.0,1694626201,270,0.0,2023-09-13 17:30:01+00:00
27000.0,1694626274,270,0.0,2023-09-13 17:31:14+00:00
27000.0,1694626294,270,0.0,2023-09-13 17:31:34+00:00
27000.0,1694626313,270,0.0,2023-09-13 17:31:53+00:00
27000.0,1694626337,270,0.0,2023-09-13 17:32:17+00:00
27000.0,1694626400,270,0.0,2023-09-13 17:33:20+00:00
27000.0,1694626425,270,0.0,2023-09-13 17:33:45+00:00
27000.0,1694626449,270,0.0,2023-09-13 17:34:09+00:00
27000.0,1694626544,270,0.0,2023-09-13 17:35:44+00:00
27000.0,1694626639,270,0.0,2023-09-13 17:37:19+00:00
27000.0,1694626649,270,0.0,2023-09-13 17:37:29+00:00
27000.0,1694626655,270,0.0,2023-09-13 17:37:35+00:00
27000.0,1694626661,270,0.0,2023-09-13 17:37:41+00:00
27000.0,1694626666,270,0.0,2023-09-13 17:37:46+00:00
27000.0,1694626670,270,0.0,2023-09-13 17:37:50+00:00
27000.0,1694626675,270,0.0,2023-09-13 17:37:55+00:00
27000.0,1694626679,270,0.0,2023-09-13 17:37:59+00:00
27000.0,1694626685,270,0.0,2023-09-13 17:38:05+00:00
27000.0,1694626692,270,0.0,2023-09-13 17:38:12+00:00
27000.0,1694626700,270,0.0,2023-09-13 17:38:20+00:00
27000.0,1694626706,270,0.0,2023-09-13 17:38:26+00:00
27000.0,1694626711,270,0.0,2023-09-13 17:38:31+00:00
27000.0,1694626717,270,0.0,2023-09-13 17:38:37+00:00
27000.0,1694626721,270,0.0,2023-09-13 17:38:41+00:00
27000.0,1694626725,270,0.0,2023-09-13 17:38:45+00:00
27000.0,1694626730,270,0.0,2023-09-13 17:38:50+00:00
27000.0,1694626736,270,0.0,2023-09-13 17:38:56+00:00
27000.0,1694626744,270,0.0,2023-09-13 17:39:04+00:00
27000.0,1694626751,270,0.0,2023-09-13 17:39:11+00:00
27000.0,1694626758,270,0.0,2023-09-13 17:39:18+00:00
27000.0,1694626765,270,0.0,2023-09-13 17:39:25+00:00
27000.0,1694626772,270,0.0,2023-09-13 17:39:32+00:00
27000.0,1694626779,270,0.0,2023-09-13 17:39:39+00:00
27000.0,1694626786,270,0.0,2023-09-13 17:39:46+00:00
27000.0,1694626793,270,0.0,2023-09-13 17:39:53+00:00
27000.0,1694626799,270,0.0,2023-09-13 17:39:59+00:00
27000.0,1694626804,270,0.0,2023-09-13 17:40:04+00:00
27000.0,1694626811,270,0.0,2023-09-13 17:40:11+00:00
27000.0,1694626816,270,0.0,2023-09-13 17:40:16+00:00
27000.0,1694626819,270,0.0,2023-09-13 17:40:19+00:00
27000.0,1694626822,270,0.0,2023-09-13 17:40:22+00:00
