altitude,time,flight_level,Energy_Forcing,time_UTC
27000.0,1717010750.0,270,0.0,2024-05-29 19:25:50+00:00
27000.0,1717010768.0,270,0.0,2024-05-29 19:26:08+00:00
27000.0,1717010776.0,270,0.0,2024-05-29 19:26:16+00:00
27000.0,1717010780.0,270,0.0,2024-05-29 19:26:20+00:00
27000.0,1717010784.0,270,0.0,2024-05-29 19:26:24+00:00
27000.0,1717010788.0,270,0.0,2024-05-29 19:26:28+00:00
27000.0,1717010796.0,270,0.0,2024-05-29 19:26:36+00:00
27000.0,1717010800.0,270,0.0,2024-05-29 19:26:40+00:00
27000.0,1717010804.0,270,0.0,2024-05-29 19:26:44+00:00
27000.0,1717010808.0,270,0.0,2024-05-29 19:26:48+00:00
27000.0,1717010816.0,270,0.0,2024-05-29 19:26:56+00:00
27000.0,1717010820.0,270,0.0,2024-05-29 19:27:00+00:00
27000.0,1717010824.0,270,0.0,2024-05-29 19:27:04+00:00
27000.0,1717010828.0,270,0.0,2024-05-29 19:27:08+00:00
27000.0,1717010836.0,270,0.0,2024-05-29 19:27:16+00:00
27000.0,1717010840.0,270,0.0,2024-05-29 19:27:20+00:00
27000.0,1717010844.0,270,0.0,2024-05-29 19:27:24+00:00
27000.0,1717010848.0,270,0.0,2024-05-29 19:27:28+00:00
27000.0,1717010856.0,270,0.0,2024-05-29 19:27:36+00:00
27000.0,1717010860.0,270,0.0,2024-05-29 19:27:40+00:00
27000.0,1717010864.0,270,0.0,2024-05-29 19:27:44+00:00
27000.0,1717010868.0,270,0.0,2024-05-29 19:27:48+00:00
27000.0,1717010876.0,270,0.0,2024-05-29 19:27:56+00:00
27000.0,1717010880.0,270,0.0,2024-05-29 19:28:00+00:00
27000.0,1717010885.0,270,0.0,2024-05-29 19:28:05+00:00
27000.0,1717010889.0,270,0.0,2024-05-29 19:28:09+00:00
27000.0,1717010897.0,270,0.0,2024-05-29 19:28:17+00:00
27000.0,1717010901.0,270,0.0,2024-05-29 19:28:21+00:00
27000.0,1717010905.0,270,0.0,2024-05-29 19:28:25+00:00
27000.0,1717010908.0,270,0.0,2024-05-29 19:28:28+00:00
27000.0,1717010916.0,270,0.0,2024-05-29 19:28:36+00:00
27000.0,1717010921.0,270,0.0,2024-05-29 19:28:41+00:00
27000.0,1717010924.0,270,0.0,2024-05-29 19:28:44+00:00
27000.0,1717010929.0,270,0.0,2024-05-29 19:28:49+00:00
27000.0,1717010937.0,270,0.0,2024-05-29 19:28:57+00:00
27000.0,1717010941.0,270,0.0,2024-05-29 19:29:01+00:00
27000.0,1717010945.0,270,0.0,2024-05-29 19:29:05+00:00
27000.0,1717010953.0,270,0.0,2024-05-29 19:29:13+00:00
27000.0,1717010965.0,270,0.0,2024-05-29 19:29:25+00:00
27000.0,1717010973.0,270,0.0,2024-05-29 19:29:33+00:00
27000.0,1717010984.0,270,0.0,2024-05-29 19:29:44+00:00
27000.0,1717010996.0,270,0.0,2024-05-29 19:29:56+00:00
27000.0,1717011004.0,270,0.0,2024-05-29 19:30:04+00:00
27000.0,1717011016.0,270,0.0,2024-05-29 19:30:16+00:00
27000.0,1717011024.0,270,0.0,2024-05-29 19:30:24+00:00
27000.0,1717011032.0,270,0.0,2024-05-29 19:30:32+00:00
27000.0,1717011044.0,270,0.0,2024-05-29 19:30:44+00:00
27000.0,1717011056.0,270,0.0,2024-05-29 19:30:56+00:00
27000.0,1717011064.0,270,0.0,2024-05-29 19:31:04+00:00
27000.0,1717011076.0,270,0.0,2024-05-29 19:31:16+00:00
27000.0,1717011080.0,270,0.0,2024-05-29 19:31:20+00:00
27000.0,1717011096.0,270,0.0,2024-05-29 19:31:36+00:00
27000.0,1717011116.0,270,0.0,2024-05-29 19:31:56+00:00
27000.0,1717011132.0,270,0.0,2024-05-29 19:32:12+00:00
27000.0,1717011157.0,270,0.0,2024-05-29 19:32:37+00:00
27000.0,1717011173.0,270,0.0,2024-05-29 19:32:53+00:00
27000.0,1717011194.0,270,0.0,2024-05-29 19:33:14+00:00
27000.0,1717011214.0,270,0.0,2024-05-29 19:33:34+00:00
27000.0,1717011234.0,270,0.0,2024-05-29 19:33:54+00:00
27000.0,1717011254.0,270,0.0,2024-05-29 19:34:14+00:00
27000.0,1717011274.0,270,0.0,2024-05-29 19:34:34+00:00
27000.0,1717011294.0,270,0.0,2024-05-29 19:34:54+00:00
27000.0,1717011314.0,270,0.0,2024-05-29 19:35:14+00:00
27000.0,1717011334.0,270,0.0,2024-05-29 19:35:34+00:00
27000.0,1717011343.0,270,0.0,2024-05-29 19:35:43+00:00
27000.0,1717011367.0,270,0.0,2024-05-29 19:36:07+00:00
27000.0,1717011395.0,270,0.0,2024-05-29 19:36:35+00:00
27000.0,1717011423.0,270,0.0,2024-05-29 19:37:03+00:00
27000.0,1717011455.0,270,0.0,2024-05-29 19:37:35+00:00
27000.0,1717011484.0,270,0.0,2024-05-29 19:38:04+00:00
27000.0,1717011516.0,270,0.0,2024-05-29 19:38:36+00:00
27000.0,1717011544.0,270,0.0,2024-05-29 19:39:04+00:00
27000.0,1717011576.0,270,0.0,2024-05-29 19:39:36+00:00
27000.0,1717011605.0,270,0.0,2024-05-29 19:40:05+00:00
27000.0,1717011629.0,270,0.0,2024-05-29 19:40:29+00:00
27000.0,1717011637.0,270,0.0,2024-05-29 19:40:37+00:00
27000.0,1717011665.0,270,0.0,2024-05-29 19:41:05+00:00
27000.0,1717011698.0,270,0.0,2024-05-29 19:41:38+00:00
27000.0,1717011726.0,270,0.0,2024-05-29 19:42:06+00:00
27000.0,1717011758.0,270,0.0,2024-05-29 19:42:38+00:00
27000.0,1717011786.0,270,0.0,2024-05-29 19:43:06+00:00
27000.0,1717011818.0,270,0.0,2024-05-29 19:43:38+00:00
27000.0,1717011846.0,270,0.0,2024-05-29 19:44:06+00:00
27000.0,1717011875.0,270,0.0,2024-05-29 19:44:35+00:00
27000.0,1717011907.0,270,0.0,2024-05-29 19:45:07+00:00
27000.0,1717011939.0,270,0.0,2024-05-29 19:45:39+00:00
